ID,Company,Approval Memo,Type of Company ,Incubaton Track,Industry,Country of Origin,Funding Stage,Funding Since Joining QSTP,Sources of Funding,Status,Program Join Date,Graduation Date,Place of Incorporation,Registration Status,Date of Incorporation,Lease / Incubation Agreement,Agreement Signing Date,Agreement Start Date, Agreement Expiry Date,QSTP License Status,License Release Date,License Expiry Date,Location,Leased Space, Total Employees, Qatari Employees, Male Employees, Female Employees,"Researchers, Scientists, Engineers (RSE)", Qatari RSE, Male RSE, Female RSE,  Investment (2024) , Revenue (2024),"a
", Additional Information,Remarks,Founder / Licensee Manager,Email,Report Date,Approval Memo Status2,Registration Status CR,Registration (MOCI/QFC),CR Status,Lease / Incubation Agreement Status,Agreement Start Date2,Agreement Expiry Date, License,Remarks/ Registration,Registration Satus ,Step 1 (doc & Info recive ),Step 2,Step 3 (CR) ,Step 4
607,Drawit, 26-April-26,Startup,Full Incubation,HealthTech,Qatar,Pending, ,NA,Onboarding,04-Jun-26,04/06/2027,Pending, , , ,,4-Jun-26,4-Jun-27, , , , , , , , , , , , , ,   , ,"Drawit is a HealthTech/EdTech startup developing an AI-powered platform that helps parents and educators understand children’s emotional and psychological wellbeing through guided drawing activities. By combining structured drawing frameworks with machine learning, it interprets visual elements in children’s artwork to generate clear insights into emotional regulation, selfperception, social tendencies, and overall mental health.", , , ,daniamubiden@gmail.com,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents, , , , , ,
608,Noor for Education, 26-April-26,Startup,Full Incubation,EdTech,Qatar,Pending, ,NA,Onboarding,04-Jun-26,04/06/2027,Pending, , , ,,4-Jun-26,4-Jun-27, , , , , , , , , , , , , ,   , ,"Noor is an EdTech startup developing an AI powered learning platform that personalizes student learning paths, offers 24/7 AI tutoring, and automates grading and administrative tasks to reduce teacher workload while improving educational outcomes. Their UVP is in GCC curriculum aligned content, advanced learning analytics, Arabic first AI capabilities, and strict local data sovereignty in Qatar. They are also integrated with the Fanar LLM.", , , ,r_alsubaiey@techpreneur.solutions,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents, , , , , ,
609,Brainstem Digital Health / Reflex, 26-April-26,Startup,Full Incubation,HealthTech,United Kingdom,Pending, ,NA,Onboarding,04-Jun-26,04/06/2027,Pending, , , ,,4-Jun-26,4-Jun-27, , , , , , , , , , , , , ,   , ,"Brainstem Digital Health is developing Reflex, a privacy first preventive health platform that uses continuous autonomic monitoring and user-controlled data to generate a dynamic health portrait from multimodal physiological signals captured via existing wearables. The platform is device agnostic and delivers encrypted, user owned data through an evidence-based AI layer for early risk identification and clinician ready summaries.", , , ,mike@brainstem.health,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents, , , , , ,
610,Medrecords AI, 26-April-26,Startup,Full Incubation,AI/ML/Data,Qatar,Pending, ,NA,Onboarding,04-Jun-26,04/06/2027,Pending, , , ,,4-Jun-26,4-Jun-27, , , , , , , , , , , , , ,   , ,"MedRecords AI is an AI powered platform that transforms large volumes of unstructured medical records into clear, defensible, and actionable intelligence for legal, insurance, and medical legal professionals. It ingests records in any format and produces structured chronologies and citation backed question and answer capabilities that surface inconsistencies, medically unnecessary treatments, billing anomalies, and deviations from clinical guidelines, delivering much faster reviews at lower cost and risk.", , , ,aj@aidevstudio.ai,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents, , , , , ,
611,Sati Materials Technology, 26-April-26,Startup,Full Incubation,Material Science,Qatar,Pending, ,NA,Onboarding,04-Jun-26,04/06/2027,Pending, , , ,,4-Jun-26,4-Jun-27, , , , , , , , , , , , , ,   , ,"SATI Materials Technology is a Qatar-based Advanced Materials startup developing graphene-ceramic nanocomposites for extreme industrial applications across manufacturing, energy, electronics, magnetics and pharma.", , , ,msatti2000@yahoo.com,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents, , , , , ,
612,Farabio, 26-April-26,Startup,Full Incubation,EdTech,Palestine,Pending, ,NA,Onboarding,04-Jun-26,04/06/2027,Pending, , , ,,4-Jun-26,4-Jun-27, , , , , , , , , , , , , ,   , ,Farabio is an EdTech startup developing an AI-powered school management system that helps schools reduce administrative burden and improve student outcomes by turning fragmented school data into actionable AIdriven insights., , , ,imad@farabio.me,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents, , , , , ,
613,First Claim Inc., 26-April-26,Startup,Full Incubation,AI/ML/Data,United States,Pending, ,NA,Onboarding,04-Jun-26,04/06/2027,Pending, , , ,,4-Jun-26,4-Jun-27, , , , , , , , , , , , , ,   , ,"First Claim is building a platform that helps founders, inventors, and institutions protect and manage their ideas from the very beginning, long before patents or expensive legal processes come into play. The company is led by a former USPTO patent examiner who has seen firsthand how difficult and costly early IP protection can be and designed the product to make that process simpler and more accessible.", , , ,odayalbakri@gmail.com,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents, , , , , ,
614,Nestimate, 26-April-26,Startup,Full Incubation,AI/ML/Data,United Kingdom,Pending, ,NA,Onboarding,04-Jun-26,04/06/2027,Pending, , , ,,4-Jun-26,4-Jun-27, , , , , , , , , , , , , ,   , ,"Nestimate is an AI-powered construction software company that helps quantity surveyors and contractors turn drawings, tender documents, and even voice notes into accurate estimates in minutes instead of days. Its core strength is combining advanced multimodal AI with a strong focus on data privacy, ensuring that enterprise customers keep full ownership of their sensitive project data.", , , ,armin@nestimate.ai,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents, , , , , ,
615,Mashroom, 26-April-26,Startup,Full Incubation,VR/AR & Immersive Tech,Tunisia,Pending, ,NA,Onboarding,04-Jun-26,04/06/2027,Pending, , , ,,4-Jun-26,4-Jun-27, , , , , , , , , , , , , ,   , ,"Mashroom is a SaaS startup that helps furniture brands and real estate developers showcase their products in realistic digital spaces using 3D, AR, and emerging AI tools. It replaces slow, expensive photoshoots and physical staging with interactive visuals that make it easier for customers to imagine, customize, and confidently buy online.", , , ,rahma@themashroom.com,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents, , , , , ,
616,RYZENT, 26-April-26,Startup,Full Incubation,AI/ML/Data,Latvia,Pending, ,NA,Onboarding,04-Jun-26,04/06/2027,Pending, , , ,,4-Jun-26,4-Jun-27, , , , , , , , , , , , , ,   , ,"RYZENT is an AI driven SaaS platform that helps software houses and service based technology companies centralize, qualify, and convert leads through intelligent automation. It unifies leads from multiple channels into a single system and uses AI powered scoring, behavior analysis, and workflow automation to prioritize high intent prospects, streamline sales execution, and improve conversion rates with real time visibility into pipeline performance.", , , ,srafique617@gmail.com,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents, , , , , ,
617,Visioride, 26-April-26,Startup,Full Incubation,MobilityTech,Qatar,Pending, ,NA,Onboarding,04-Jun-26,04/06/2027,Pending, , , ,,4-Jun-26,4-Jun-27, , , , , , , , , , , , , ,   , ,"VisioRide is an accessibility focused mobility platform designed to provide safe, reliable, and independent transportation for persons with disabilities through a structured, technology enabled service. By combining trained and vetted drivers, accessibility conscious design, and strong safety and accountability mechanisms, VisioRide builds a scalable mobility ecosystem that restores independence while delivering measurable social and economic impact.", , , ,laiba2002amir@outlook.com,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents, , , , , ,
618,Fleetraly, 26-April-26,Startup,Full Incubation,MobilityTech,Palestine,Pending, ,NA,Onboarding,04-Jun-26,04/06/2027,Pending, , , ,,4-Jun-26,4-Jun-27, , , , , , , , , , , , , ,   , ,"Fleetraly is a SaaS platform built for small and medium sized car rental companies, combining fleet management software with a ready to launch branded booking website in one cloud based solution. It centralizes reservations, contracts, fleet operations, maintenance, customer data, and analytics while enabling instant online bookings, helping rental businesses replace manual processes with a scalable, affordable system tailored to the MENA market.", , , ,khatibmuhaimen@gmail.com,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents, , , , , ,
619,Novel Therapeutics Technology, 26-April-26,Startup,Full Incubation,BioTech,United States,Pending, ,NA,Onboarding,04-Jun-26,04/06/2027,Pending, , , ,,4-Jun-26,4-Jun-27, , , , , , , , , , , , , ,   , ,"Novel Therapeutics Technology is an AI driven biotechnology company transforming drug discovery by treating human disease as a unified optimization problem rather than a set of isolated conditions. Its multi modal AI systems integrate genomic, proteomic, symptomatic, and pharmacological data to systematically map the therapeutic landscape and uncover new treatment opportunities across multiple diseases.", , , ,alex.volgin@noveltherapeutics.ai,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents, , , , , ,
620,Glinticon AI, 26-April-26,Startup,Full Incubation,AI/ML/Data,Qatar,Pending, ,NA,Onboarding,, ,Pending, , , , ,, , , , , , , , , , , , , , ,   , ,"Glinticon AI is an ambient AI productivity layer delivered as a Chrome extension that lets users highlight text on any webpage and execute powerful AI actions instantly without switching tabs, opening chatbots, or writing prompts. It combines built in one click actions with a no code Action Builder and community library, turning reusable human expertise into frictionless, in place AI workflows directly inside everyday tools.", , , ,ma7official@outlook.com,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents, , , , , ,
621,Exceed CyberSecurity, 26-April-26,Startup,Full Incubation,Cybersecurity,netherlands,Pending, ,NA,Onboarding,, ,Pending, , , , ,, , , , , , , , , , , , , , ,   , ,"Exceed CyberSecurity is developing an AI powered automation platform to address the lack of consistent and comprehensive security testing for small Internet of Things devices. The solution enables organizations 
to efficiently identify vulnerabilities, receive remediation recommendations, and ensure their IoT devices meet high security standards, reducing the risk of breaches and larger cyberattacks.", , , ,akzidani@gmail.com,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents, , , , , ,
622,Rizzo.world, 26-April-26,Startup,Entry Track,EdTech,Qatar,Pending, ,NA,Onboarding,04-Jun-26,04/09/2026,NA,NA,NA, , ,, , , , , , , , , , , , , , ,   , ,"Rizzo World is an idea-stage Edtech startup, with plans to develop an AI-powered early learning tool for children aged 2–6 that personalizes education around each child by using a realistic AI-based avatar and customized learning paths built around the child’s interests. The platform is intended to deliver core skills through AI-generated characters and personalized content across web, mobile and desktop.", , , ,fatima.omarova@alumni.nu.edu.kz,,Completed,NA (Entry Track),NA (Entry Track),NA (Entry Track),,,,NA (Entry Track), , , , , ,
623,Biyatto, 26-April-26,Startup,Entry Track,MarketplaceTech,United Arab Emirates,Pending, ,NA,Onboarding,04-Jun-26,04/09/2026,NA,NA,NA, , ,, , , , , , , , , , , , , , ,   , ,"Biyatto is an AI-integrated social marketplace platform for digital products and services that combines marketplace features with a community-driven, content-led model, allowing users to offer or request services, connect directly and exchange value through an internal credit-based system without the exchange of real-world money or commission.", , , ,fa.kusiayie@gmail.com,,Completed,NA (Entry Track),NA (Entry Track),NA (Entry Track),,,,NA (Entry Track), , , , , ,
